,a1,a2,label,a1_id,a2_id,#id,transition,annotator,y
37,"Swi/Snf is nucleosome modifications, the rest are acetylation/deactylation/methylation complexes",-=0jol^pjk,a1,arg136840,arg142525,arg136840_arg142525,ww,641133118563edec9ae84cb7440621,-1
38,unsure,"Swi/Snf is nucleosome modifications, the rest are acetylation/deactylation/methylation complexes",a2,arg154003,arg136840,arg154003_arg136840,ww,ef7cec2ad22c937d06e4c5920d954d,1
39,i don't remember this being taught?,.....,a1,arg136803,arg138183,arg136803_arg138183,ww,144fb01384ca2140141afe7561a460,-1
40,???????,i don't remember this being taught?,a2,arg139657,arg136803,arg139657_arg136803,ww,3e179fba728baed8c01e997ac36184,1
41,i don't remember this being taught?,lllllllllllllll,a1,arg136803,arg139699,arg136803_arg139699,ww,0a82d2f36cda00b9f5e97c580752ac,-1
42,all of them can,i don't remember this being taught?,a2,arg139950,arg136803,arg139950_arg136803,ww,f277e27b0b9f9b9d37fcae54939ac0,1
43,i don't remember this being taught?,54w54w,a1,arg136803,arg141660,arg136803_arg141660,ww,cc092e8e650d7143dbedb338647552,-1
44,HP1 does,"Definitely HP1, not sure about the others",a2,arg138683,arg138538,arg138683_arg138538,ww,abfbfd26a0ee2f96d948e8170819d5,1
45,"Definitely HP1, not sure about the others","idk i took a guess, i know hp1 is right",a1,arg138538,arg139015,arg138538_arg139015,ww,135752e81467d35ae2e545486c582c,-1
46,HP1 induces methylation,"Definitely HP1, not sure about the others",a2,arg139046,arg138538,arg139046_arg138538,ww,0be5fbbd69280e7e6725be63847208,1
47,"Definitely HP1, not sure about the others",caus,a1,arg138538,arg141264,arg138538_arg141264,ww,ec0af916fb5a693fb11f8fe27aa0c6,-1
48,no idea,"Definitely HP1, not sure about the others",a2,arg141429,arg138538,arg141429_arg138538,ww,b5030b000ddd32c9d3e906ce6bac5f,1
49,"Definitely HP1, not sure about the others",i just know its HP1 so its either c or d,a1,arg138538,arg141490,arg138538_arg141490,ww,295f306f9b4d5af236666ed49c8ba5,-1
50,no idea,"Definitely HP1, not sure about the others",a2,arg141527,arg138538,arg141527_arg138538,ww,b6b0c9da5d758b18aa117e36cd1805,1
51,"Definitely HP1, not sure about the others",what?,a1,arg138538,arg142281,arg138538_arg142281,ww,be27fdf4279495b7ec15e323102320,-1
